
 DAY: 1 
              x           y   kg  set_up_time  last_day  yet_postponed
294  141.895587  126.951378    5           58         5          False
295  142.165668  125.501455  537          173         6          False
296  140.699523  129.821088    8           47         6          False
297  140.394594  127.009289    3           17         6          False
298  144.097977  126.484194    2           16         6          False
299  144.431443  129.587541  365          116         5          False
300  147.907271  127.085084    6           27         5          False
301   91.907732  130.530009  406          224         6          False
302  102.485641  130.075363  407          109         5          False
303  102.589864  132.831196  400          267         5          False
304  102.272366  132.797240  598          137         5          False
305  100.534033  130.223469  533          178         5          False
306  102.764060  133.552695    6           39         5          False
307  100.357031  133.802286  408          244         5          False
308  103.315454  133.875528  546           63         6          False
309  106.749631  134.218180  556          188         6          False
310  112.023236  130.714121    2           16         6          False
311  119.734482  134.376064  584          209         5          False
312  122.466299  130.189580    7           53         5          False
313  120.364087  132.094273    1           51         6          False
314  122.780318  130.976268    1           21         5          False
315  120.244403  133.623436  404          231         5          False
316  127.005622  134.686223  383           72         6          False
317  126.221508  134.856070    4           26         5          False
318  128.320367  133.340354  565          122         5          False
319  138.743659  132.067378    5           25         5          False
320  135.556606  130.768731    1           34         6          False
321  143.357229  132.847542  473           61         5          False
322  161.023252  130.060365    7           51         6          False
323   91.243421  138.601595  561          216         5          False
324   97.729921  139.783664  563          185         5          False
325  123.000065  137.559709  463          226         5          False
326  123.543819  139.673777  488          233         5          False
327  128.825124  135.425643    4           31         6          False
328  126.396719  135.503654    8           24         6          False
329  127.374570  136.517350    6           15         5          False
330  128.165600  136.430644    9           42         6          False
331  125.611723  138.422081  452          144         6          False
332  131.932831  135.271571    2           35         5          False
333  132.169739  139.551038    9           45         6          False
334  135.795151  135.543378    7           54         5          False
335  139.501658  135.198355    1           49         6          False
336  135.440584  135.770440  356          226         5          False
337  139.777082  137.321847  484          241         6          False
338  141.504981  137.867096  538          254         6          False
339  152.273459  137.235798  525          238         6          False
340  100.563044  141.298611    9           43         5          False
341  115.729978  140.819748  561           75         5          False
342  122.538469  140.874544    1           41         6          False
343  122.366036  143.755802  352          198         6          False
344  123.966791  144.420624  216          177         5          False
345  122.851084  141.009612  210          159         6          False
346  120.146820  143.566655  222          193         5          False
347  129.082200  141.089477    2           15         6          False
348  130.639912  144.889095    9           58         5          False
349  138.839607  140.270449    2           24         5          False
350  136.506800  140.616616  378          172         6          False
351  137.362576  141.211207  310          136         6          False
352  136.162855  140.675105    7           21         6          False
353  144.077300  140.153237    6           21         6          False
354  108.734027  148.625647    3           51         5          False
355  106.836843  147.763789    2           49         5          False
356  115.758490  145.321536  248          152         6          False
357  118.865802  148.716282    4           42         5          False
358  121.404030  147.082805  346           94         6          False
359  123.183443  149.301263    1           44         5          False
360  123.828255  148.109430    5           56         6          False
361  127.590326  146.030690    6           25         5          False
362  125.939580  148.270509  260          179         5          False
363  128.810675  145.393492  506          213         5          False
364  125.681034  147.384227  574          111         6          False
365  130.723550  149.090639    3           57         6          False
366  130.855830  145.467602    7           23         6          False
367  135.494820  148.266434    3           36         6          False
368   97.998114  150.813016  590          224         6          False
369  102.013328  150.756527    8           31         5          False
370  109.340934  150.327037  425          193         6          False
371  113.577654  152.011746  220          185         5          False
372  115.823772  151.084682  451          184         6          False
373  117.518241  153.986738  436          241         6          False
374  117.143382  152.260436  542          165         6          False
375  118.974312  150.089409    5           28         6          False
376  118.942786  150.050329    6           23         5          False
377  118.322486  151.014173  495          173         5          False
378  117.107014  151.842427  524           80         6          False
379  117.707003  150.751832  551          220         5          False
380  116.332236  154.478036  557          132         5          False
381  116.552940  154.369313  325          253         5          False
382  116.643320  151.926107  507          153         5          False
383  116.952827  150.879456    3           28         6          False
384  116.135047  154.337597  276          196         6          False
385  118.138851  151.176658    9           41         5          False
386  115.649657  151.985247    2           54         6          False
387  118.233071  152.574816    6           16         5          False
388  115.621418  152.147233    6           43         6          False
389  117.966031  150.876755    8           16         6          False
390  117.851162  153.554596    9           58         5          False
391  117.999586  152.615091    9           46         6          False
392  116.818696  154.824450    4           21         6          False
393  120.379264  151.397110  543           69         6          False
394  123.698483  151.106192    9           37         5          False
395  121.775727  154.943413    7           54         6          False
396  123.207697  154.664043  585          190         5          False
397  123.056813  150.278677  389           92         6          False
398  121.897561  154.186469    6           58         6          False
399  123.818724  151.859976  585          204         6          False
400  124.105205  153.050167    9           27         6          False
401  122.385590  150.112572  556           72         5          False
402  123.246982  153.065823    3           15         6          False
403  122.425833  152.227009    7           49         6          False
404  121.547555  150.135043    8           24         6          False
405  122.365949  151.924995  262          140         6          False
406  129.484904  151.805434    8           42         5          False
407  129.234563  151.196688  284          236         6          False
408  125.699229  151.743919  422          255         6          False
409  129.972626  150.152073    4           53         6          False
410  134.624670  154.074270  404           63         5          False
411  130.454192  150.712544  481          200         5          False
412  133.336465  152.744001  446          109         6          False
413  130.682078  150.955623    8           36         5          False
414  133.940273  151.662799  376           79         5          False
415  135.683869  153.670817  465          260         5          False
416   87.407465  156.164886  535          216         6          False
417   93.955542  158.131261  575          135         5          False
418  105.953043  158.317143    6           34         6          False
419  108.886497  155.655115  543          241         6          False
420  114.542830  155.687947  571          119         6          False
421  114.660439  155.827968  420          112         5          False
422  111.274391  157.211666  259          155         5          False
423  112.579632  157.076681    9           37         6          False
424  113.851369  156.246537  534          116         6          False
425  113.604642  155.896360    4           17         6          False
426  112.093462  158.674562  427          242         6          False
427  114.678770  155.536707    7           48         6          False
428  110.061069  159.425274  503          137         5          False
429  113.025124  157.242274  544          190         5          False
430  113.429947  159.808723  565          211         6          False
431  114.640438  155.484898  313          254         5          False
432  115.292774  156.399230  209          202         5          False
433  118.513814  156.356763    4           34         6          False
434  117.727913  155.514225    6           59         5          False
435  119.707072  157.877652    8           33         6          False
436  117.443913  156.879036    3           45         6          False
437  116.544011  156.085730    7           20         6          False
438  118.085105  158.331600    7           47         5          False
439  116.055472  159.725317    2           40         6          False
440  117.365768  159.937767  561           94         6          False
441  116.231031  155.590609  583          191         5          False
442  118.164195  159.854710    3           25         6          False
443  119.295149  159.625099  243          251         6          False
444  118.693176  155.653880    4           26         5          False
445  116.350819  158.415394  363          227         6          False
446  117.842800  155.489455  273          186         5          False
447  116.755677  155.632694    6           29         5          False
448  116.254672  157.491386  322          135         5          False
449  119.473912  156.738033    6           29         6          False
450  119.248382  158.181582    7           16         5          False
451  121.288149  156.733975    4           29         5          False
452  121.784604  157.334633  426          157         6          False
453  121.516924  159.549245    6           31         5          False
454  124.677076  157.256808  221          232         5          False
455  124.864258  157.680160  533          194         6          False
456  121.921561  156.558494    5           46         6          False
457  124.193624  155.050842    4           39         6          False
458  122.043806  157.867484  203          200         5          False
459  122.094430  156.152491    9           19         5          False
460  121.213492  155.554503    7           29         6          False
461  120.219513  159.211112  531          120         6          False
462  123.514086  155.684534  309           98         6          False
463  124.141745  155.108750  233          111         6          False
464  121.465595  155.689441  539          160         5          False
465  123.414207  156.912279  460          248         6          False
466  121.641545  155.627595    3           34         6          False
467  121.343670  156.491750    2           54         6          False
468  122.262533  155.598400    2           28         5          False
469  124.519917  155.923270    8           55         6          False
470  123.847259  156.374766    9           50         6          False
471  122.871500  159.008116    4           52         6          False
472  123.136175  159.902655  383           77         6          False
473  120.444635  155.029813    9           55         6          False
474  122.394456  159.408606  270          266         5          False
475  122.243338  157.601825    8           44         6          False
476  124.657203  158.015230    1           47         6          False
477  129.505610  155.298620    1           50         6          False
478  125.477036  158.153634  201          115         6          False
479  125.812327  159.540570    6           55         6          False
480  126.357632  159.183841    8           55         6          False
481  129.615824  157.510376  487           72         5          False
482  128.867627  159.692454  366          191         6          False
483  125.159506  155.055683    8           47         6          False
484  127.825251  157.242542    9           46         6          False
485  127.407192  159.531470    5           20         6          False
486  127.300785  159.078276  337          192         6          False
487  127.741297  159.105420  554          221         6          False
488  127.448215  156.220850    4           58         6          False
489  127.664658  157.292577    7           26         5          False
490  125.731179  155.697133    1           39         5          False
491  130.866882  155.481688    3           19         5          False
492  133.862692  159.423770  556          145         5          False
493  130.758723  156.658858  400           68         6          False
494  131.757296  159.328499    1           58         6          False
495  132.230650  155.894573  460          264         5          False
496  131.086187  157.293368  327          235         5          False
497  135.671730  159.784445  385           87         5          False
498  138.416720  157.464609    5           37         5          False
499  138.463208  156.575366    6           26         6          False
500  140.130928  155.868065    6           56         6          False
501   97.986559  161.166014    6           37         6          False
502  103.366526  160.651506  542          129         6          False
503  113.798551  162.709493    4           22         6          False
504  111.280903  162.553905    8           50         6          False
505  119.133931  164.327700    8           59         6          False
506  117.683147  163.035781  398          229         5          False
507  116.829536  163.817106    6           37         6          False
508  117.942924  164.494575  419          265         6          False
509  119.423344  164.278128  262          138         5          False
510  117.120797  163.147795    8           30         6          False
511  117.447384  160.737257    4           54         5          False
512  117.493970  160.991657  234          257         6          False
513  116.129518  162.689072  272          133         6          False
514  117.301714  163.176273  386          163         6          False
515  115.698768  161.128812    7           31         6          False
516  117.112428  161.919769  515           65         6          False
517  118.302959  164.590097    7           18         5          False
518  116.150320  161.423510  498          233         6          False
519  115.577526  164.147534    3           18         6          False
520  116.541867  160.068639    9           38         5          False
521  116.044871  162.305260    3           53         6          False
522  115.299740  162.095267  452          193         5          False
523  116.295412  163.204071    7           45         5          False
524  117.472396  164.866473  351           87         6          False
525  115.149977  163.178806    7           49         5          False
526  117.968378  161.405763  514          122         6          False
527  119.309665  163.017062  247           79         6          False
528  123.431692  164.657819    1           25         5          False
529  123.928546  162.915639    9           17         6          False
530  121.793209  164.807189    3           42         5          False
531  123.304132  164.370832    3           55         6          False
532  122.495358  162.370715  329          268         6          False
533  123.582985  164.367651    4           17         6          False
534  122.268257  161.745595    7           59         5          False
535  122.257824  163.213341    3           44         5          False
536  120.064036  163.770042  585           82         5          False
537  121.375287  161.664407    9           43         6          False
538  122.718502  164.660417  487          150         5          False
539  120.592997  163.832511    8           28         5          False
540  124.394820  161.009295  473          230         5          False
541  122.094571  160.542621    5           40         6          False
542  121.212455  162.686109  286          143         5          False
543  124.953529  161.588738  345          183         5          False
544  121.088995  163.636121  456          262         6          False
545  121.282684  163.721329    5           59         5          False
546  123.397205  161.955257  558           71         5          False
547  123.353001  163.451585    3           20         6          False
548  121.304174  164.807147    8           50         5          False
549  123.845416  163.504325  491           61         5          False
550  122.138173  162.252578  233           68         6          False
551  122.360440  164.528073  316          217         5          False
552  122.016182  162.931996  594          116         6          False
553  121.069624  163.935239    4           34         5          False
554  122.935571  163.215373    6           32         6          False
555  124.230658  161.208938    3           55         5          False
556  121.960500  164.423414    4           57         6          False
557  126.204137  163.954990    6           31         6          False
558  127.412910  160.569916  569          116         5          False
559  127.718815  162.315261    9           37         6          False
560  125.437480  162.863807    2           51         6          False
561  128.035873  160.118854    6           28         5          False
562  125.687094  163.206841  533          259         6          False
563  127.617538  163.127144    7           19         6          False
564  125.458237  161.574138    2           26         6          False
565  128.210345  163.590932  236          131         5          False
566  128.907968  162.252163    7           56         5          False
567  129.334460  164.633328  425          122         6          False
568  129.600639  163.927361  421          247         5          False
569  128.915374  161.242676  400          209         5          False
570  126.311620  162.842509    8           57         6          False
571  128.735531  163.594067  341           83         5          False
572  127.426794  164.436898    5           20         6          False
573  126.549788  163.363293    9           41         5          False
574  127.838096  160.597121  228          184         6          False
575  128.703018  160.421249    8           39         5          False
576  129.280120  164.524031  297          103         6          False
577  128.888328  163.571672  471          190         5          False
578  128.801664  163.131395    3           58         5          False
579  131.936505  163.808781  539          216         6          False
580  134.624846  163.807052  294          171         6          False
581  134.648079  160.558459    4           28         6          False
582  133.508489  164.527268  238          185         6          False
583  132.558853  164.378033  450          118         6          False
584  130.912652  162.728150  439          146         6          False
585  130.283892  161.076855  250           72         6          False
586  134.198203  160.191464    9           20         6          False
587  130.194465  163.445442    6           41         5          False
588  134.617555  160.584235    5           44         6          False
589  134.664891  162.238349    9           43         6          False
590  130.714592  164.835064    8           44         6          False
591  139.493908  164.741044    8           47         5          False
592  136.041107  163.619817  280           91         5          False
593  137.830989  162.853063  465          232         6          False
594  135.713204  163.710017    2           59         5          False
595  136.135515  162.560660  325          198         6          False
596  139.593079  164.498208  208          249         6          False
597  135.687390  163.381395  441          116         5          False
598  141.764359  162.699132    3           49         5          False
599  144.912460  160.743550  310          265         6          False
600  144.479521  163.502352    3           35         5          False
601  142.995661  160.119366    6           47         5          False
602  148.384801  164.532658  254          235         5          False
603   92.832485  166.141977    9           22         6          False
604   99.302534  167.600236  210          132         5          False
605   98.567713  168.705613  335          117         6          False
606  102.393581  169.015985    2           29         5          False
607  101.212730  166.530923    8           44         5          False
608  102.991067  167.539889  455          106         5          False
609  113.016463  165.152582    4           42         5          False
610  114.516706  165.199643    3           45         5          False
611  111.269212  166.492077  537          110         6          False
612  112.530186  169.651382    1           16         5          False
613  121.268194  165.127191  238          198         5          False
614  120.035394  167.623321    4           31         6          False
615  122.897398  169.155659  385           81         5          False
616  120.255196  169.550525    9           49         6          False
617  125.655882  165.789694  569          250         5          False
618  125.738167  165.268070  398          111         6          False
619  131.369852  168.291369  594          201         5          False
620  131.467536  169.519369    6           42         5          False
621  141.187144  165.717062    4           31         5          False
622  140.906983  165.503618    1           49         5          False
623  140.899174  166.426360    1           33         6          False
624   94.994982  171.912582    9           35         5          False
625  102.087987  172.502837    3           15         6          False
626  105.054185  173.846401  514           80         6          False
627  108.659314  171.553926  358          174         5          False
628  109.721179  171.815039  382           89         6          False
629  114.084065  174.283559    1           37         6          False
630  116.648757  170.332165  554          122         5          False
631  116.244126  172.571015  283           61         6          False
632  116.893126  171.684080  203          104         6          False
633  122.831316  170.850023  304          215         6          False
634  127.291332  174.800379    5           32         5          False
635  126.701078  170.897752    7           59         5          False
636  132.338732  172.823809    3           22         5          False
637  130.591892  170.654286    5           34         5          False
638  136.306851  172.463150    9           59         6          False
639  138.863035  173.684250    2           41         5          False
640  137.929075  172.715785  428          104         5          False
641   96.380465  175.970658  444           94         5          False
642  100.125838  179.204318    5           25         6          False
643  120.443991  178.035173    1           35         6          False
644  129.294997  178.028502    8           57         5          False
645  127.691795  179.156245  550          164         6          False
646  129.597388  176.386473  464          123         6          False
647  129.948810  179.325452    5           49         6          False
648  144.908229  175.045169    1           25         6          False
649  142.019787  176.533047    6           17         5          False
650  143.981721  179.884759  456           69         6          False
651  178.821469  176.254052    3           43         6          False
652  123.602259  182.356082    7           53         5          False
653  129.279512  180.968694  246           71         5          False
654  141.640803  182.535522  552           73         6          False
655  141.129174  180.848632  307          176         6          False
656  149.232473  184.038820    3           15         5          False
657  107.273025  188.744891  558           91         5          False
658  114.445344  186.760011  559          183         5          False
659  124.057664  189.458376  483          224         6          False
 DAY: 3 
              x           y   kg  set_up_time  last_day  yet_postponed
0    119.900786  155.149244    7           23         5          False
1    119.475774  159.774919    3           28         5          False
2    118.269547  155.019360  375           63         5          False
3    118.348727  159.132286  227          259         5          False
4    115.862701  156.441341  287          234         5          False
5    124.872138  159.506836  284          154         5          False
6    123.459088  158.535160  580          221         5          False
7    120.293037  159.826413  496          188         5          False
8    124.404859  159.799396  484          110         5          False
9    123.602872  158.894695    5           28         5          False
10   120.631640  156.829467  497           90         5          False
11   124.672652  159.032173    9           20         5          False
12   123.430358  156.884358    7           58         5          False
13   121.792521  156.015723    9           19         5          False
14   121.048756  157.619640  315          254         5          False
15   121.525493  156.280800  417          112         5          False
16   124.598031  159.137876  224          116         5          False
17   124.167417  157.661587  366          153         5          False
18   126.765895  155.355963    2           46         5          False
19   125.367890  158.587029    3           37         5          False
20   129.442114  156.455493    7           44         5          False
21   125.300965  155.538752    1           18         5          False
22   129.343496  157.256086  414          131         5          False
23   128.256851  157.755027    6           53         5          False
24   129.388293  158.142513    6           20         5          False
25   128.333387  157.570726    5           20         5          False
26   125.222909  159.578013    1           19         5          False
27   127.636404  155.390682  412          178         5          False
28   129.230586  159.051879    9           27         5          False
29   132.592365  157.936093    2           22         5          False
30   132.565384  155.421997  244          120         5          False
31   138.015369  159.699743    6           36         5          False
32   141.038634  158.230798  558          209         5          False
33    89.874850  161.011306  378          194         5          False
34   100.920568  162.607874    5           39         5          False
35   106.875754  162.705434    7           57         5          False
36   117.654558  162.666543    8           22         5          False
37   118.445680  162.053031  228          100         5          False
38   115.324019  162.772837    1           29         5          False
39   115.888376  164.647014  470          203         5          False
40   116.018900  160.575320  400           73         5          False
41   124.731721  164.606177    9           51         5          False
42   121.793314  163.013310    6           18         5          False
43   122.208875  160.784401    8           46         5          False
44   124.369173  160.827759  543          189         5          False
45   122.405211  164.016902    1           15         5          False
46   122.483579  164.771360  417          252         5          False
47   122.396982  164.508927  483          242         5          False
48   121.936644  160.140052  553          104         5          False
49   121.404143  162.199246  575           91         5          False
50   122.012390  161.164593  585          253         5          False
51   121.100018  161.681610  439          132         5          False
52   120.788251  161.800006  265          194         5          False
53   121.037383  160.465054  305          205         5          False
54   123.646501  160.815904  366          210         5          False
55   123.661163  162.116060  298          210         5          False
56   129.211399  164.567003    4           54         5          False
57   126.301839  162.915212  404          224         5          False
58   125.440878  162.178018    4           23         5          False
59   126.413866  162.126002  469          109         5          False
60   126.076809  163.280234    3           37         5          False
61   128.960022  164.869652    5           55         5          False
62   127.233691  163.965387    9           30         5          False
63   127.277999  164.972732  387          164         5          False
64   134.800295  162.515914  346          102         5          False
65   130.928021  161.165915    1           37         5          False
66   137.671581  163.898696  475          225         5          False
67   138.637273  164.464182  522          209         5          False
68   105.445676  168.968966  326          259         5          False
69   113.320793  166.641439  373          232         5          False
70   117.907750  167.021341  246          240         5          False
71   126.256021  169.352649  296          171         5          False
72   128.095845  167.562701  554          168         5          False
73   127.710202  169.862461  200          161         5          False
74   133.806832  167.522751    5           39         5          False
75   131.511445  168.950897  473          193         5          False
76   130.796223  165.623860  404           95         5          False
77   139.029193  168.145815    3           45         5          False
78   113.775365  174.633175  343          111         5          False
79   110.414888  171.762599    9           19         5          False
80   118.461971  174.696452    4           19         5          False
81   121.931358  171.279641    4           42         5          False
82   128.511548  173.398664    4           28         5          False
83   126.800412  173.754252  264           81         5          False
84   133.886804  171.523866    4           32         5          False
85   130.888693  173.202866    6           59         5          False
86   139.412509  172.859101  232          233         5          False
87   135.744668  171.897433  333          119         5          False
88   105.507396  177.560582  267           96         5          False
89   115.653170  178.989406  556          210         5          False
90   124.847548  175.360191    7           20         5          False
91   125.789762  176.611338    2           22         5          False
92   134.637479  175.969756  273          137         5          False
93   136.064402  176.267391    1           17         5          False
94   142.573871  176.018075  431          269         5          False
95   143.514013  179.198299    6           47         5          False
96   140.182687  179.984928  274          233         5          False
97   102.208582  181.680517    7           32         5          False
98   124.979518  180.608324  320          216         5          False
99   143.519032  183.263410    6           41         5          False
100  174.979600  182.514871  436          213         5          False
101  110.996142  186.182877    6           19         5          False
102  121.646973  186.501592  580          206         5          False
103  136.154854  194.589545  230           98         5          False
104  116.843230  114.022885  460          236         5          False
105  117.647059  112.417660    3           15         5          False
106  125.025436  112.552942  300          227         5          False
107  115.838045  118.372573    4           15         5          False
108  129.827277  118.218138    5           51         5          False
109  162.681645  119.742235    5           30         5          False
110  167.819341  115.372942    3           32         5          False
111   83.906914  120.804682    2           58         5          False
112   99.499791  124.172945    8           33         5          False
113  122.708413  121.308836    6           29         5          False
114  126.015479  122.648297  251          163         5          False
115  142.915683  122.948652  516          174         5          False
116   96.885662  128.793145  359          191         5          False
117  120.292460  127.332389    4           29         5          False
118  130.275746  126.094981  376          178         5          False
119  135.105962  125.828937    8           50         5          False
120  141.895587  126.951378    5           58         5          False
121  144.431443  129.587541  365          116         5          False
122  147.907271  127.085084    6           27         5          False
123  102.485641  130.075363  407          109         5          False
124  102.589864  132.831196  400          267         5          False
125  102.272366  132.797240  598          137         5          False
126  100.534033  130.223469  533          178         5          False
127  102.764060  133.552695    6           39         5          False
128  100.357031  133.802286  408          244         5          False
129  119.734482  134.376064  584          209         5          False
130  122.466299  130.189580    7           53         5          False
131  122.780318  130.976268    1           21         5          False
132  120.244403  133.623436  404          231         5          False
133  126.221508  134.856070    4           26         5          False
134  128.320367  133.340354  565          122         5          False
135  138.743659  132.067378    5           25         5          False
136  143.357229  132.847542  473           61         5          False
137   91.243421  138.601595  561          216         5          False
138   97.729921  139.783664  563          185         5          False
139  123.000065  137.559709  463          226         5          False
140  123.543819  139.673777  488          233         5          False
141  127.374570  136.517350    6           15         5          False
142  131.932831  135.271571    2           35         5          False
143  135.795151  135.543378    7           54         5          False
144  135.440584  135.770440  356          226         5          False
145  100.563044  141.298611    9           43         5          False
146  115.729978  140.819748  561           75         5          False
147  123.966791  144.420624  216          177         5          False
148  120.146820  143.566655  222          193         5          False
149  130.639912  144.889095    9           58         5          False
150  138.839607  140.270449    2           24         5          False
151  108.734027  148.625647    3           51         5          False
152  106.836843  147.763789    2           49         5          False
153  118.865802  148.716282    4           42         5          False
154  123.183443  149.301263    1           44         5          False
155  127.590326  146.030690    6           25         5          False
156  125.939580  148.270509  260          179         5          False
157  128.810675  145.393492  506          213         5          False
158  102.013328  150.756527    8           31         5          False
159  113.577654  152.011746  220          185         5          False
160  118.942786  150.050329    6           23         5          False
161  118.322486  151.014173  495          173         5          False
162  117.707003  150.751832  551          220         5          False
163  116.332236  154.478036  557          132         5          False
164  116.552940  154.369313  325          253         5          False
165  116.643320  151.926107  507          153         5          False
166  118.138851  151.176658    9           41         5          False
167  118.233071  152.574816    6           16         5          False
168  117.851162  153.554596    9           58         5          False
169  123.698483  151.106192    9           37         5          False
170  123.207697  154.664043  585          190         5          False
171  122.385590  150.112572  556           72         5          False
172  129.484904  151.805434    8           42         5          False
173  134.624670  154.074270  404           63         5          False
174  130.454192  150.712544  481          200         5          False
175  130.682078  150.955623    8           36         5          False
176  133.940273  151.662799  376           79         5          False
177  135.683869  153.670817  465          260         5          False
178   93.955542  158.131261  575          135         5          False
179  114.660439  155.827968  420          112         5          False
180  111.274391  157.211666  259          155         5          False
181  110.061069  159.425274  503          137         5          False
182  113.025124  157.242274  544          190         5          False
183  114.640438  155.484898  313          254         5          False
184  115.292774  156.399230  209          202         5          False
185  117.727913  155.514225    6           59         5          False
186  118.085105  158.331600    7           47         5          False
187  116.231031  155.590609  583          191         5          False
188  118.693176  155.653880    4           26         5          False
189  117.842800  155.489455  273          186         5          False
190  116.755677  155.632694    6           29         5          False
191  116.254672  157.491386  322          135         5          False
192  119.248382  158.181582    7           16         5          False
193  121.288149  156.733975    4           29         5          False
194  121.516924  159.549245    6           31         5          False
195  124.677076  157.256808  221          232         5          False
196  122.043806  157.867484  203          200         5          False
197  122.094430  156.152491    9           19         5          False
198  121.465595  155.689441  539          160         5          False
199  122.262533  155.598400    2           28         5          False
200  122.394456  159.408606  270          266         5          False
201  129.615824  157.510376  487           72         5          False
202  127.664658  157.292577    7           26         5          False
203  125.731179  155.697133    1           39         5          False
204  130.866882  155.481688    3           19         5          False
205  133.862692  159.423770  556          145         5          False
206  132.230650  155.894573  460          264         5          False
207  131.086187  157.293368  327          235         5          False
208  135.671730  159.784445  385           87         5          False
209  138.416720  157.464609    5           37         5          False
210  117.683147  163.035781  398          229         5          False
211  119.423344  164.278128  262          138         5          False
212  117.447384  160.737257    4           54         5          False
213  118.302959  164.590097    7           18         5          False
214  116.541867  160.068639    9           38         5          False
215  115.299740  162.095267  452          193         5          False
216  116.295412  163.204071    7           45         5          False
217  115.149977  163.178806    7           49         5          False
218  123.431692  164.657819    1           25         5          False
219  121.793209  164.807189    3           42         5          False
220  122.268257  161.745595    7           59         5          False
221  122.257824  163.213341    3           44         5          False
222  120.064036  163.770042  585           82         5          False
223  122.718502  164.660417  487          150         5          False
224  120.592997  163.832511    8           28         5          False
225  124.394820  161.009295  473          230         5          False
226  121.212455  162.686109  286          143         5          False
227  124.953529  161.588738  345          183         5          False
228  121.282684  163.721329    5           59         5          False
229  123.397205  161.955257  558           71         5          False
230  121.304174  164.807147    8           50         5          False
231  123.845416  163.504325  491           61         5          False
232  122.360440  164.528073  316          217         5          False
233  121.069624  163.935239    4           34         5          False
234  124.230658  161.208938    3           55         5          False
235  127.412910  160.569916  569          116         5          False
236  128.035873  160.118854    6           28         5          False
237  128.210345  163.590932  236          131         5          False
238  128.907968  162.252163    7           56         5          False
239  129.600639  163.927361  421          247         5          False
240  128.915374  161.242676  400          209         5          False
241  128.735531  163.594067  341           83         5          False
242  126.549788  163.363293    9           41         5          False
243  128.703018  160.421249    8           39         5          False
244  128.888328  163.571672  471          190         5          False
245  128.801664  163.131395    3           58         5          False
246  130.194465  163.445442    6           41         5          False
247  139.493908  164.741044    8           47         5          False
248  136.041107  163.619817  280           91         5          False
249  135.713204  163.710017    2           59         5          False
250  135.687390  163.381395  441          116         5          False
251  141.764359  162.699132    3           49         5          False
252  144.479521  163.502352    3           35         5          False
253  142.995661  160.119366    6           47         5          False
254  148.384801  164.532658  254          235         5          False
255   99.302534  167.600236  210          132         5          False
256  102.393581  169.015985    2           29         5          False
257  101.212730  166.530923    8           44         5          False
258  102.991067  167.539889  455          106         5          False
259  113.016463  165.152582    4           42         5          False
260  114.516706  165.199643    3           45         5          False
261  112.530186  169.651382    1           16         5          False
262  121.268194  165.127191  238          198         5          False
263  122.897398  169.155659  385           81         5          False
264  125.655882  165.789694  569          250         5          False
265  131.369852  168.291369  594          201         5          False
266  131.467536  169.519369    6           42         5          False
267  141.187144  165.717062    4           31         5          False
268  140.906983  165.503618    1           49         5          False
269   94.994982  171.912582    9           35         5          False
270  108.659314  171.553926  358          174         5          False
271  116.648757  170.332165  554          122         5          False
272  127.291332  174.800379    5           32         5          False
273  126.701078  170.897752    7           59         5          False
274  132.338732  172.823809    3           22         5          False
275  130.591892  170.654286    5           34         5          False
276  138.863035  173.684250    2           41         5          False
277  137.929075  172.715785  428          104         5          False
278   96.380465  175.970658  444           94         5          False
279  129.294997  178.028502    8           57         5          False
280  142.019787  176.533047    6           17         5          False
281  123.602259  182.356082    7           53         5          False
282  129.279512  180.968694  246           71         5          False
283  149.232473  184.038820    3           15         5          False
284  107.273025  188.744891  558           91         5          False
285  114.445344  186.760011  559          183         5          False
286  190.286416  103.547173  504          260         6          False
287  120.993433  108.965588  335          197         6          False
288  151.207055  105.544665    4           51         6          False
289  124.519451  111.998535    9           24         6          False
290  134.533588  113.241883  586          248         6          False
291   98.898076  118.103706  463          254         6          False
292  108.526854  116.661037    6           20         6          False
293  118.686144  119.402507    6           58         6          False
294  118.302328  118.327887  383          253         6          False
295  115.831701  117.150248  268          222         6          False
296  124.235465  119.865991  439          251         6          False
297  149.518806  115.815299  262          111         6          False
298   96.545955  120.355994  471          170         6          False
299  123.952359  122.337011  535          229         6          False
300  126.627135  123.303294    6           41         6          False
301  156.957219  123.643639  502          161         6          False
302  100.812631  129.613608    4           40         6          False
303  132.487022  126.865474    7           36         6          False
304  142.165668  125.501455  537          173         6          False
305  140.699523  129.821088    8           47         6          False
306  140.394594  127.009289    3           17         6          False
307  144.097977  126.484194    2           16         6          False
308   91.907732  130.530009  406          224         6          False
309  103.315454  133.875528  546           63         6          False
310  106.749631  134.218180  556          188         6          False
311  112.023236  130.714121    2           16         6          False
312  120.364087  132.094273    1           51         6          False
313  127.005622  134.686223  383           72         6          False
314  135.556606  130.768731    1           34         6          False
315  161.023252  130.060365    7           51         6          False
316  128.825124  135.425643    4           31         6          False
317  126.396719  135.503654    8           24         6          False
318  128.165600  136.430644    9           42         6          False
319  125.611723  138.422081  452          144         6          False
320  132.169739  139.551038    9           45         6          False
321  139.501658  135.198355    1           49         6          False
322  139.777082  137.321847  484          241         6          False
323  141.504981  137.867096  538          254         6          False
324  152.273459  137.235798  525          238         6          False
325  122.538469  140.874544    1           41         6          False
326  122.366036  143.755802  352          198         6          False
327  122.851084  141.009612  210          159         6          False
328  129.082200  141.089477    2           15         6          False
329  136.506800  140.616616  378          172         6          False
