
 DAY: 1 
              x           y   kg  set_up_time  last_day  yet_postponed  cell  index
170   93.550812  166.507876    9           21        24          False  1404  0.000000
171  103.741878  169.222488  229          139        23          False  1406  0.000000
172  113.456645  165.750983    6           26        23          False  1408  0.000000
173  111.768870  169.895203  358          111        24          False  1408  0.000000
174  120.091586  168.591883    7           30        24          False  1410  0.000000
175  121.792979  169.514645    5           15        24          False  1410  0.000000
176  127.593193  165.961878    8           40        23          False  1411  0.000000
177  127.830597  168.076676  201           79        24          False  1411  0.000000
178  132.087899  166.427083    7           25        23          False  1412  0.000000
179  130.126158  166.386689  353          116        24          False  1412  0.000000
180  138.570745  167.234546    5           41        24          False  1413  0.000000
181  106.821472  173.812378  234          125        23          False  1449  0.000000
182  120.991813  172.602222    5           34        23          False  1452  0.000000
183  126.557948  171.206097  362          160        24          False  1453  0.000000
184  126.740099  174.189359    5           41        24          False  1453  0.000000
185  139.621268  174.713271  496          145        24          False  1455  0.000000
186  136.687827  172.572995  219           82        24          False  1455  0.000000
187  145.705416  174.517566    9           19        23          False  1457  0.000000
188  129.328655  177.005243    8           37        24          False  1495  0.000000
189  142.757631  177.076421  494          161        23          False  1498  0.000000
190  141.521508  178.427598  246           68        23          False  1498  0.000000
191  179.618169  177.651076    9           44        24          False  1505  0.000000
192  100.794771  180.763626    9           42        23          False  1532  0.000000
193  102.465267  181.064041    9           30        24          False  1532  0.000000
194  108.476424  181.069056    9           37        24          False  1533  0.000000
195  121.697316  180.643737  444          128        24          False  1536  0.000000
196  132.717668  182.589704    7           17        23          False  1538  0.000000
197  133.894112  184.599869    5           34        24          False  1538  0.000000
198  114.446022  188.280475    9           31        23          False  1576  0.000000
199  131.233561  185.968679    9           25        24          False  1580  0.000000
200  130.254873  188.390054  215           63        23          False  1580  0.000000
201  127.188847  194.270086    8           35        24          False  1621  0.000000
202  130.650385  194.951437    7           29        23          False  1622  0.000000
 DAY: 21 
              x           y   kg  set_up_time  last_day  yet_postponed  cell     index
0    183.500253  100.493785  301          168        22          False   876 -0.137325
1    103.741878  169.222488  229          139        23          False  1406 -0.147872
2    101.281682  181.179181  493          166        23          False  1532 -0.225834
3    146.459234  133.318793  385          162        22          False  1121 -0.410171
4    108.004263  170.833984  315          166        23          False  1449 -0.410884
5    142.757631  177.076421  494          161        23          False  1498 -0.829254
6    134.714728   72.550022  493          147        24          False   614  0.000000
7    153.073558  109.550813  422          179        24          False   912  0.000000
8     91.299339  112.843859    8           19        24          False   942  0.000000
9    117.709161  110.977254  247          116        24          False   947  0.000000
10   172.498171  114.126348    7           44        25          False   958  0.000000
11   115.091143  117.164514  293           82        25          False   989  0.000000
12   119.101009  116.789352  289           74        24          False   989  0.000000
13   119.134829  117.093606    8           16        24          False   989  0.000000
14   147.574083  119.089112    8           26        24          False   995  0.000000
15   101.792091  120.953486    5           27        24          False  1028  0.000000
16   117.542926  120.306683  218           65        24          False  1031  0.000000
17   128.236276  128.104975  297          152        25          False  1075  0.000000
18   126.221260  128.892366  401          170        24          False  1075  0.000000
19   135.105209  127.437595  333          160        24          False  1077  0.000000
20   140.690797  126.112804  332           82        25          False  1078  0.000000
21   143.749804  125.674534    6           29        24          False  1078  0.000000
22    96.659353  133.227132  424          135        24          False  1111  0.000000
23    96.562872  134.953716    5           36        25          False  1111  0.000000
24   104.974635  133.088699  248          151        24          False  1112  0.000000
25   104.710982  132.293785  269          132        24          False  1112  0.000000
26   105.998712  133.028684  342          135        25          False  1113  0.000000
27   128.518937  131.085423    6           33        24          False  1117  0.000000
28   134.977072  133.608726  392          147        25          False  1118  0.000000
29   134.296434  131.515930    5           16        25          False  1118  0.000000
30   143.415433  131.510652  396          132        25          False  1120  0.000000
31   144.831263  130.122175    7           18        25          False  1120  0.000000
32   164.891815  133.770545    5           40        25          False  1124  0.000000
33   110.139839  136.857310    9           29        24          False  1156  0.000000
34   110.964759  139.720350  429          132        24          False  1156  0.000000
35   111.988569  138.419826  479          158        24          False  1156  0.000000
36   125.842034  137.259420    8           27        24          False  1159  0.000000
37   132.850663  136.528561  454          107        24          False  1160  0.000000
38   134.649663  135.555406  277           65        25          False  1160  0.000000
39   139.882184  136.850044    5           20        24          False  1161  0.000000
40   137.599051  135.531484    5           30        24          False  1161  0.000000
41   136.569681  138.101150    9           20        24          False  1161  0.000000
42   136.723958  139.253218  416           72        24          False  1161  0.000000
43   110.421318  142.047315    5           16        24          False  1198  0.000000
44   117.345040  144.169225  318          138        24          False  1199  0.000000
45   121.680347  144.536465    9           20        25          False  1200  0.000000
46   124.952710  143.984157    8           42        24          False  1200  0.000000
47   122.480698  140.952453    6           42        25          False  1200  0.000000
48   122.097400  142.326073  388           69        24          False  1200  0.000000
49   126.954762  141.314183  497          129        25          False  1201  0.000000
50   125.627191  144.408583    6           42        25          False  1201  0.000000
51   133.810999  141.471932  326          174        24          False  1202  0.000000
52   134.408514  142.918904  200           87        25          False  1202  0.000000
53   131.773344  143.690826  223           64        25          False  1202  0.000000
54   101.865127  147.698059    9           25        24          False  1238  0.000000
55   103.774476  147.876235  292           80        24          False  1238  0.000000
56   113.288698  149.862925    9           15        25          False  1240  0.000000
57   112.502814  146.491922  437           64        25          False  1240  0.000000
58   121.150939  149.237346  225          148        25          False  1242  0.000000
59   127.846611  149.399441    6           36        24          False  1243  0.000000
60   125.073403  148.210147  369           98        25          False  1243  0.000000
61   127.874732  149.371300  286          173        24          False  1243  0.000000
62   130.812196  148.329712  270          166        25          False  1244  0.000000
63   130.030541  149.939644    6           18        24          False  1244  0.000000
64   134.334755  149.270344    5           19        24          False  1244  0.000000
65   135.765976  148.025607  324          134        25          False  1245  0.000000
66   136.772005  145.983406  287           85        25          False  1245  0.000000
67    96.531200  152.681224  215          113        24          False  1279  0.000000
68   106.847586  153.334977  282           92        24          False  1281  0.000000
69   119.724675  150.835767  451           69        24          False  1283  0.000000
70   118.729727  153.860943    9           41        25          False  1283  0.000000
71   119.464098  151.490925  338           63        24          False  1283  0.000000
72   115.048389  151.357324    7           23        24          False  1283  0.000000
73   116.722125  151.353828    5           22        24          False  1283  0.000000
74   119.527869  154.999941  438          154        24          False  1283  0.000000
75   117.092065  150.736084    6           40        25          False  1283  0.000000
76   116.843541  153.858216    7           17        25          False  1283  0.000000
77   117.793477  153.929955    8           21        24          False  1283  0.000000
78   117.587437  152.252498    5           31        25          False  1283  0.000000
79   117.403879  152.820279  227          165        24          False  1283  0.000000
80   119.839691  152.202496  303           87        24          False  1283  0.000000
81   121.215236  154.128684  309          157        25          False  1284  0.000000
82   124.961375  153.812515  381          112        24          False  1284  0.000000
83   122.167897  152.270775    8           19        24          False  1284  0.000000
84   121.296436  154.352738  327           79        25          False  1284  0.000000
85   124.513413  150.636716  282          135        25          False  1284  0.000000
86   121.942697  150.137816    5           29        24          False  1284  0.000000
87   124.649993  150.787199  424          152        24          False  1284  0.000000
88   121.771578  150.328801    5           39        25          False  1284  0.000000
89   123.181195  152.505832  360          121        25          False  1284  0.000000
90   123.989041  154.127014  247          152        25          False  1284  0.000000
91   125.630953  154.602896    8           35        24          False  1285  0.000000
92   126.292427  150.184744  400          159        24          False  1285  0.000000
93   129.518975  153.223996  329           71        25          False  1285  0.000000
94   133.357769  150.846815  453          110        24          False  1286  0.000000
95   133.151469  152.651282    6           27        24          False  1286  0.000000
96   133.368736  152.762697    5           25        24          False  1286  0.000000
97    98.342019  157.649193  447           69        24          False  1321  0.000000
98    95.641680  156.552884    6           38        24          False  1321  0.000000
99   101.624634  158.633783  266           80        24          False  1322  0.000000
100  106.220395  159.980481    7           28        25          False  1323  0.000000
101  113.819933  156.685291  303          102        25          False  1324  0.000000
102  114.676837  157.869437    5           39        25          False  1324  0.000000
103  112.756418  156.752879  447          153        24          False  1324  0.000000
104  113.569684  158.408246    5           16        25          False  1324  0.000000
105  118.953179  158.033264    6           18        25          False  1325  0.000000
106  119.532786  155.666689    7           27        25          False  1325  0.000000
107  117.179123  158.017144    7           41        25          False  1325  0.000000
108  117.209012  157.411821    6           19        25          False  1325  0.000000
109  116.533850  159.289706  410           84        24          False  1325  0.000000
110  118.445852  159.230038    9           21        25          False  1325  0.000000
111  115.806979  157.746832    6           37        25          False  1325  0.000000
112  115.842425  156.777576    6           19        25          False  1325  0.000000
113  116.391165  159.181901    9           20        25          False  1325  0.000000
114  116.125006  157.272846    8           30        25          False  1325  0.000000
115  121.245427  157.769674  344           91        25          False  1326  0.000000
116  124.809196  158.007538    6           24        24          False  1326  0.000000
117  120.670556  157.093775  343          102        25          False  1326  0.000000
118  123.969688  155.672316    8           31        24          False  1326  0.000000
119  124.421270  157.181857    6           18        25          False  1326  0.000000
120  122.254800  159.310310    7           33        24          False  1326  0.000000
121  120.760995  157.585242    9           33        25          False  1326  0.000000
122  124.215853  159.118136  379          106        24          False  1326  0.000000
123  121.083589  155.480313    7           43        25          False  1326  0.000000
124  122.333900  158.182172  451           74        24          False  1326  0.000000
125  120.611927  157.979522  464          106        25          False  1326  0.000000
126  120.350420  159.151413  255           89        24          False  1326  0.000000
127  126.027308  158.376814  343          103        25          False  1327  0.000000
128  125.734125  155.221194    5           32        24          False  1327  0.000000
129  127.539326  155.681862    6           43        24          False  1327  0.000000
130  128.231792  157.561477  261          138        24          False  1327  0.000000
131  132.797566  159.926568    7           30        24          False  1328  0.000000
132  130.642856  157.644729    7           40        25          False  1328  0.000000
133  133.380120  156.140010    5           16        25          False  1328  0.000000
134  138.910012  155.074733  238          109        25          False  1329  0.000000
135   94.761478  161.284878  364           80        25          False  1362  0.000000
136   98.281294  164.306358  266          162        25          False  1363  0.000000
137   97.367295  164.006186  385           67        25          False  1363  0.000000
138  101.560135  161.592806  398          163        24          False  1364  0.000000
139  101.744457  160.066558  454          127        25          False  1364  0.000000
140  100.448407  160.116410  426           86        25          False  1364  0.000000
141  115.063126  164.428766    7           31        24          False  1367  0.000000
142  116.561988  161.025411    9           43        25          False  1367  0.000000
143  119.572259  161.857978  382           75        25          False  1367  0.000000
144  116.383925  163.467659    9           41        24          False  1367  0.000000
145  116.517416  160.379682    9           39        25          False  1367  0.000000
146  118.662488  162.505247    9           28        24          False  1367  0.000000
147  115.575517  162.434076  397          179        24          False  1367  0.000000
148  116.660413  160.636969    7           32        25          False  1367  0.000000
149  118.557090  160.661294  470          120        25          False  1367  0.000000
150  120.715282  161.279727  497           75        24          False  1368  0.000000
151  123.640721  160.929829  475          136        25          False  1368  0.000000
152  120.512524  161.803162    9           40        24          False  1368  0.000000
153  121.146698  160.636948    9           35        25          False  1368  0.000000
154  121.248441  164.325793  280           65        24          False  1368  0.000000
155  124.438251  161.707393  426          162        25          False  1368  0.000000
156  121.646828  163.027716  401          114        25          False  1368  0.000000
157  121.554000  164.791141    7           39        24          False  1368  0.000000
158  124.708733  163.899553  337           86        25          False  1368  0.000000
159  120.239665  162.130386    6           33        25          False  1368  0.000000
160  124.992433  163.584522  386          178        25          False  1368  0.000000
161  120.130251  161.001495  270          172        24          False  1368  0.000000
162  120.662027  160.552800  241           89        24          False  1368  0.000000
163  124.176294  162.216907  341           88        25          False  1368  0.000000
164  121.750771  164.218772  421           65        24          False  1368  0.000000
165  120.786510  163.136535  252           88        24          False  1368  0.000000
166  121.041700  160.939103  470           97        24          False  1368  0.000000
167  120.204837  164.165059    5           20        24          False  1368  0.000000
168  129.890480  162.358538    8           25        24          False  1369  0.000000
169  128.839249  161.928225    9           36        25          False  1369  0.000000
170  125.672177  162.678492  454          165        24          False  1369  0.000000
171  129.250538  164.190501    6           17        25          False  1369  0.000000
172  127.587059  163.701866    7           20        24          False  1369  0.000000
173  134.005008  163.816177    8           20        25          False  1370  0.000000
174  133.959081  162.118725    7           37        25          False  1370  0.000000
175  130.935050  164.328640    9           40        24          False  1370  0.000000
176  130.810977  163.943341    6           27        25          False  1370  0.000000
177  137.924039  164.496787    6           25        24          False  1371  0.000000
178  139.516405  163.259811  452           68        25          False  1371  0.000000
179  136.866776  164.418395    6           16        24          False  1371  0.000000
180  113.598478  168.045523    6           42        25          False  1408  0.000000
181  110.816592  165.274755  448          162        25          False  1408  0.000000
182  119.321117  165.725863  435           65        25          False  1409  0.000000
183  125.572925  169.887191  357          167        25          False  1411  0.000000
184  125.005414  165.491429    5           20        24          False  1411  0.000000
185  132.958707  166.688363  384           95        24          False  1412  0.000000
186  132.512812  168.088962    9           38        24          False  1412  0.000000
187  132.170384  169.897569    8           19        24          False  1412  0.000000
188  130.136984  167.933009    8           37        25          False  1412  0.000000
189  143.919547  167.030310    5           44        25          False  1414  0.000000
190   90.244749  172.604385  361          143        24          False  1446  0.000000
191  100.169070  171.682456    8           38        25          False  1448  0.000000
192  107.680277  170.666369  323          145        25          False  1449  0.000000
193  114.318124  171.181029    6           43        25          False  1450  0.000000
194  126.023503  174.287016    8           17        25          False  1453  0.000000
195  131.346257  170.676113  452          120        25          False  1454  0.000000
196  145.532333  174.390472  288          171        24          False  1457  0.000000
197  114.370463  178.065184    7           25        25          False  1492  0.000000
198  119.294048  179.624782    6           26        24          False  1493  0.000000
199  126.972728  175.689419  242           96        25          False  1495  0.000000
200  141.617984  179.246135    6           17        25          False  1498  0.000000
201  175.729417  178.465890  472          124        25          False  1505  0.000000
202  103.217077  180.057026  329          143        24          False  1532  0.000000
203  100.282218  181.661201    7           26        25          False  1532  0.000000
204  120.702774  181.666267  444           71        25          False  1536  0.000000
205  148.011048  183.621548    8           37        24          False  1541  0.000000
206  145.286964  188.389224  462           65        24          False  1583  0.000000
 DAY: 22 
              x           y   kg  set_up_time  last_day  yet_postponed  cell     index
0    131.346257  170.676113  452          120        25          False  1454 -0.142619
1    148.011048  183.621548    8           37        24          False  1541 -0.183655
2    103.217077  180.057026  329          143        24          False  1532 -0.193430
3    126.972728  175.689419  242           96        25          False  1495 -0.230068
4    101.281682  181.179181  493          166        23          False  1532 -0.241350
5    145.286964  188.389224  462           65        24          False  1583 -0.294130
6    145.532333  174.390472  288          171        24          False  1457 -1.134168
7    142.757631  177.076421  494          161        23          False  1498 -1.141450
8    112.747475   13.476645    7           17        25          False   106  0.000000
9    135.820934   96.066567  486          111        25          False   825  0.000000
10   143.195477  109.363103    5           22        25          False   910  0.000000
11   163.798856  109.430619  206          164        25          False   914  0.000000
12   115.658746  116.828151    7           23        26          False   989  0.000000
13   120.452273  119.852601    8           17        26          False   990  0.000000
14   160.057682  117.129761    7           43        25          False   998  0.000000
15   191.892656  115.232078  372           66        25          False  1004  0.000000
16    95.749449  123.864822    8           43        26          False  1027  0.000000
17   125.634066  120.350171    7           17        25          False  1033  0.000000
18   127.826642  126.515327    8           40        26          False  1075  0.000000
19   130.124541  127.675583    8           41        25          False  1076  0.000000
20   132.003182  129.046095  490           62        26          False  1076  0.000000
21   135.449608  128.571826    6           30        25          False  1077  0.000000
22   144.301662  129.610752    5           20        26          False  1078  0.000000
23    98.848286  131.220237  431          134        26          False  1111  0.000000
24   102.799248  133.980839  414          160        25          False  1112  0.000000
25   102.367727  131.515407  414           75        25          False  1112  0.000000
26   103.447400  131.362346    8           24        26          False  1112  0.000000
27   101.147364  134.467435    7           30        26          False  1112  0.000000
28   126.584516  132.211568    6           16        25          False  1117  0.000000
29   138.011919  132.124720  406           90        26          False  1119  0.000000
30   142.858933  130.925682  415           81        25          False  1120  0.000000
31   140.677265  134.570685  322          103        26          False  1120  0.000000
32   103.470934  135.847862    6           41        26          False  1154  0.000000
33   100.445731  138.853065    5           42        26          False  1154  0.000000
34   110.270898  139.177605  487           61        26          False  1156  0.000000
35   122.584581  135.373188  397          175        26          False  1158  0.000000
36   123.455154  137.615225  433          165        25          False  1158  0.000000
37   120.613605  139.287668    5           20        25          False  1158  0.000000
38   129.264045  138.586123    6           31        26          False  1159  0.000000
39   134.638279  136.316052    7           39        25          False  1160  0.000000
40   137.603145  136.164849  421          133        25          False  1161  0.000000
41   137.198763  136.461634    8           22        25          False  1161  0.000000
42   135.324685  137.836481  481          117        26          False  1161  0.000000
43   103.518579  143.571408  246           89        26          False  1196  0.000000
44   127.618584  141.418100    8           23        25          False  1201  0.000000
45   126.729877  142.054186  493          100        26          False  1201  0.000000
46   130.690603  140.043580    8           41        25          False  1202  0.000000
47   109.612789  148.844179  401           81        25          False  1239  0.000000
48   119.642271  145.072811    9           19        25          False  1241  0.000000
49   121.314698  147.869648  425           97        26          False  1242  0.000000
50   123.357603  147.280997    6           44        26          False  1242  0.000000
51   130.730640  149.150413    7           34        26          False  1244  0.000000
52   137.883515  148.529393    8           37        25          False  1245  0.000000
53   137.724758  147.968103  489          160        26          False  1245  0.000000
54   105.320732  150.427335  445           83        25          False  1281  0.000000
55   109.751412  150.702081  469           91        26          False  1281  0.000000
56   107.875938  153.521065    8           44        26          False  1281  0.000000
57   119.005745  151.356133  447          169        26          False  1283  0.000000
58   119.318651  154.102247  483          173        26          False  1283  0.000000
59   117.779834  153.833008    5           37        26          False  1283  0.000000
60   118.232954  153.896688  331          138        26          False  1283  0.000000
61   116.217447  150.668963  361          106        25          False  1283  0.000000
62   116.688183  151.144299    9           44        26          False  1283  0.000000
63   117.980369  152.046699    6           25        25          False  1283  0.000000
64   117.132576  153.005803    5           28        26          False  1283  0.000000
65   119.495266  152.496902    8           38        25          False  1283  0.000000
66   115.664142  151.969612  413          153        25          False  1283  0.000000
67   119.195242  153.338461  333          108        25          False  1283  0.000000
68   115.991870  154.732762    5           26        25          False  1283  0.000000
69   120.827982  154.530445  421           64        25          False  1284  0.000000
70   122.989258  151.318855  422          175        26          False  1284  0.000000
71   121.419154  151.598494  494          163        26          False  1284  0.000000
72   122.110729  150.244992    8           29        26          False  1284  0.000000
73   124.999594  151.412487    5           35        25          False  1284  0.000000
74   128.866008  152.523437    8           19        26          False  1285  0.000000
75   126.281016  151.999867  422           98        26          False  1285  0.000000
76   129.237855  151.210666  325          108        26          False  1285  0.000000
77   125.906134  151.161058  456           96        25          False  1285  0.000000
78   128.810056  153.818898  318          113        26          False  1285  0.000000
79   131.297418  152.689208  453          105        25          False  1286  0.000000
80   134.802396  150.084774    7           21        26          False  1286  0.000000
81   134.472346  154.473245    9           15        26          False  1286  0.000000
82   130.233379  151.916913  224           73        26          False  1286  0.000000
83   130.556071  152.665908    6           28        25          False  1286  0.000000
84   137.973981  154.136757  447           83        26          False  1287  0.000000
85   143.470881  151.767284    8           42        26          False  1288  0.000000
86    98.822157  159.301541    9           40        26          False  1321  0.000000
87   100.116751  156.817935  270           70        25          False  1322  0.000000
88   105.288340  156.971021    6           30        26          False  1323  0.000000
89   112.685153  157.882114    5           17        26          False  1324  0.000000
90   113.620169  156.545456    6           29        25          False  1324  0.000000
91   113.615997  156.692184  291          135        25          False  1324  0.000000
92   110.506461  155.675426    6           28        26          False  1324  0.000000
93   113.864586  159.586157    7           15        25          False  1324  0.000000
94   118.353326  155.391550  204          142        26          False  1325  0.000000
95   116.288105  158.392174    9           18        26          False  1325  0.000000
96   119.601600  158.519944    5           31        26          False  1325  0.000000
97   119.104624  155.822731  423          119        26          False  1325  0.000000
98   117.999646  156.554684    9           33        26          False  1325  0.000000
99   116.172797  156.815994    9           40        26          False  1325  0.000000
100  116.900986  159.756413    7           41        26          False  1325  0.000000
101  119.200312  156.396663  322          129        25          False  1325  0.000000
102  116.628679  158.142380    6           17        26          False  1325  0.000000
103  115.347806  156.178146    6           19        26          False  1325  0.000000
104  119.031764  158.393518  494          160        26          False  1325  0.000000
105  115.779532  157.109305    5           23        25          False  1325  0.000000
106  118.406635  158.213176    7           25        25          False  1325  0.000000
107  123.294028  159.849936    5           19        26          False  1326  0.000000
108  122.092156  159.273383  200          146        26          False  1326  0.000000
109  121.440279  157.928098  324           69        25          False  1326  0.000000
110  121.364099  155.425299  308          115        25          False  1326  0.000000
111  121.412011  158.566765  275           61        26          False  1326  0.000000
112  120.758813  155.746065  313           90        25          False  1326  0.000000
113  123.114208  158.279983    9           32        26          False  1326  0.000000
114  121.139067  155.169482    9           39        25          False  1326  0.000000
115  124.922417  155.063075  328          132        25          False  1326  0.000000
116  123.052647  157.550379    6           28        25          False  1326  0.000000
117  126.344577  155.009875    7           19        26          False  1327  0.000000
118  127.766459  158.521089  331           84        26          False  1327  0.000000
119  128.387918  157.534423    6           34        25          False  1327  0.000000
120  129.641322  156.926312  359          164        25          False  1327  0.000000
121  126.441477  159.243432  345          119        25          False  1327  0.000000
122  126.015641  157.548415    7           44        26          False  1327  0.000000
123  126.506449  158.146855  327          121        25          False  1327  0.000000
124  129.329949  159.075139  468          103        26          False  1327  0.000000
125  127.238705  157.631481    8           37        26          False  1327  0.000000
126  130.560188  159.317344    7           22        25          False  1328  0.000000
127  131.367559  155.551708    5           42        25          False  1328  0.000000
128  131.766344  157.906014    6           23        26          False  1328  0.000000
129  133.710426  155.256947  252          144        26          False  1328  0.000000
130  134.820361  155.728587    7           31        26          False  1328  0.000000
131  135.983803  159.822765    6           41        26          False  1329  0.000000
132  135.683113  159.025708  236          144        25          False  1329  0.000000
133  172.493185  156.168755  361          135        26          False  1336  0.000000
134  102.926807  162.432488    7           41        26          False  1364  0.000000
135  105.832531  161.760564    6           16        25          False  1365  0.000000
136  111.006363  164.251512  334          131        25          False  1366  0.000000
137  117.620758  161.333341    9           21        25          False  1367  0.000000
138  118.754050  162.448872    7           20        25          False  1367  0.000000
139  117.655243  161.931796    9           16        26          False  1367  0.000000
140  117.221507  162.919411    7           17        25          False  1367  0.000000
141  116.041506  163.767256  418          108        25          False  1367  0.000000
142  117.222879  161.939467  216           60        26          False  1367  0.000000
143  116.975374  162.472153    5           27        25          False  1367  0.000000
144  117.194120  164.568038  310           97        25          False  1367  0.000000
145  119.407837  163.575087  246           68        25          False  1367  0.000000
146  115.670799  160.132369    9           27        26          False  1367  0.000000
147  119.055316  160.440449    7           44        26          False  1367  0.000000
148  118.270666  160.764495    7           32        25          False  1367  0.000000
149  116.012732  161.608699    9           15        26          False  1367  0.000000
150  116.590300  163.233504  439          153        25          False  1367  0.000000
151  124.647942  160.810877    7           22        26          False  1368  0.000000
152  120.433586  163.256471    8           23        25          False  1368  0.000000
153  121.552368  163.204028  290          159        25          False  1368  0.000000
154  122.302457  162.785611    9           42        26          False  1368  0.000000
155  124.656279  163.395586  331           64        26          False  1368  0.000000
156  124.436392  160.825170    8           18        25          False  1368  0.000000
157  123.677071  160.931471    9           42        26          False  1368  0.000000
158  122.618394  163.381577    5           20        25          False  1368  0.000000
159  120.194399  160.027233    5           18        25          False  1368  0.000000
160  121.615098  162.117427    5           20        26          False  1368  0.000000
161  123.760782  160.033192  310           66        25          False  1368  0.000000
162  120.138532  160.007532  335          103        25          False  1368  0.000000
163  121.172280  163.995804    9           23        26          False  1368  0.000000
164  120.893358  160.433442  396           60        26          False  1368  0.000000
165  128.498937  161.982134    5           18        25          False  1369  0.000000
166  125.091096  163.342624    7           35        26          False  1369  0.000000
167  125.328024  163.469390    9           36        25          False  1369  0.000000
168  125.080643  161.896144  394           97        26          False  1369  0.000000
169  125.288663  162.263937  333          143        25          False  1369  0.000000
170  129.116823  164.695813  440          152        26          False  1369  0.000000
171  133.711126  161.528523  308          176        26          False  1370  0.000000
172  133.472810  163.096883  412          165        26          False  1370  0.000000
173  138.726589  161.023199  286          174        26          False  1371  0.000000
174   90.984114  165.545400    7           18        26          False  1404  0.000000
175   97.923960  168.788905    7           26        26          False  1405  0.000000
176   95.068485  167.124255  226          169        25          False  1405  0.000000
177  113.233974  167.413758    7           25        25          False  1408  0.000000
178  111.449154  165.513411  461          107        25          False  1408  0.000000
179  116.771287  169.322795  448           87        25          False  1409  0.000000
180  133.426781  167.641766  395          160        26          False  1412  0.000000
181  132.647798  167.633507    6           15        26          False  1412  0.000000
182  131.675510  168.980558  499          173        26          False  1412  0.000000
183  132.791542  166.918428  207          176        26          False  1412  0.000000
184  134.831667  167.010784  337          130        25          False  1412  0.000000
185  133.942512  169.378461  488           89        25          False  1412  0.000000
186  137.316058  166.694102    5           23        25          False  1413  0.000000
187   90.048390  172.816100  206           74        26          False  1446  0.000000
188   99.135731  172.219376    8           28        26          False  1447  0.000000
189  107.143446  172.245671    9           33        26          False  1449  0.000000
190  119.337804  173.392855    5           39        25          False  1451  0.000000
191  126.313767  171.471242    5           19        25          False  1453  0.000000
192  139.131950  174.767649    9           43        26          False  1455  0.000000
193  137.931985  172.271645    6           33        26          False  1455  0.000000
194   99.050580  179.762021  463          136        26          False  1489  0.000000
195  120.761922  176.482016  231          128        26          False  1494  0.000000
196  143.902786  179.971393    5           23        26          False  1498  0.000000
197   90.414910  181.938003  378          130        25          False  1530  0.000000
198  128.936515  183.511125    8           15        25          False  1537  0.000000
199  129.180047  181.420909  399           65        25          False  1537  0.000000
200   99.826072  187.672494  478          104        25          False  1573  0.000000
201  105.144967  185.675900    9           28        26          False  1575  0.000000
202  130.843719  187.912614    5           20        26          False  1580  0.000000
203  137.484607  186.277179    5           20        25          False  1581  0.000000
 DAY: 23 
              x           y   kg  set_up_time  last_day  yet_postponed  cell     index
0    131.675510  168.980558  499          173        26          False  1412 -0.120211
1    138.726589  161.023199  286          174        26          False  1371 -0.132998
2    132.791542  166.918428  207          176        26          False  1412 -0.143988
3    120.761922  176.482016  231          128        26          False  1494 -0.289801
4    145.532333  174.390472  288          171        24          False  1457 -1.087575
5    147.362193    7.161868  214           60        27          False    71  0.000000
6    149.133086  103.697035  288          111        26          False   869  0.000000
7    133.373030  111.863790  313           72        27          False   950  0.000000
8    169.196152  110.489073  377           93        27          False   957  0.000000
9    172.679683  111.535398    8           24        26          False   958  0.000000
10   120.550241  116.065137  315          102        26          False   990  0.000000
11   137.075131  118.693597  295          153        26          False   993  0.000000
12   128.657866  128.605759    5           15        26          False  1075  0.000000
13   137.054721  126.916023    5           33        26          False  1077  0.000000
14   143.438277  125.048155    6           31        26          False  1078  0.000000
15    97.033370  130.808904    8           22        27          False  1111  0.000000
16    95.086852  130.988973  373          101        26          False  1111  0.000000
17   104.571508  133.453076  404          167        26          False  1112  0.000000
18   101.475774  132.430948  353          125        27          False  1112  0.000000
19   108.749398  133.030376    6           29        27          False  1113  0.000000
20   121.397366  131.619908  473          146        27          False  1116  0.000000
21   124.081315  130.101195  293          152        27          False  1116  0.000000
22   130.963401  133.987317    5           21        27          False  1118  0.000000
23   154.824971  130.345564    6           39        27          False  1122  0.000000
24   110.770035  139.544650    7           24        27          False  1156  0.000000
25   111.684944  138.425304    8           35        26          False  1156  0.000000
26   115.919928  135.384004  443          103        27          False  1157  0.000000
27   120.931430  138.885499    7           17        26          False  1158  0.000000
28   120.059401  137.111798  381          124        27          False  1158  0.000000
29   123.313259  137.378018    6           15        27          False  1158  0.000000
30   120.229347  135.392879  299           78        27          False  1158  0.000000
31   125.804106  136.047766  426          151        26          False  1159  0.000000
32   129.798495  136.399742    7           25        26          False  1159  0.000000
33   134.541631  139.555720    9           22        26          False  1160  0.000000
34   138.710370  137.025874    5           23        27          False  1161  0.000000
35   138.735397  137.034789  495          109        26          False  1161  0.000000
36   159.885222  136.443613  293          160        26          False  1165  0.000000
37   115.788005  141.144588  273           62        26          False  1199  0.000000
38   122.874485  143.095934    5           32        26          False  1200  0.000000
39   122.139595  141.224471  299          124        27          False  1200  0.000000
40   127.539047  143.104452    8           24        27          False  1201  0.000000
41   131.414992  141.243363  405           80        26          False  1202  0.000000
42   137.349558  142.550530  441           85        27          False  1203  0.000000
43   102.664271  148.875606    9           37        27          False  1238  0.000000
44   116.358496  148.296717    7           17        26          False  1241  0.000000
45   120.197468  146.007933    6           43        27          False  1242  0.000000
46   128.590862  147.053191    9           35        26          False  1243  0.000000
47   127.461855  145.332492    6           28        27          False  1243  0.000000
48   132.979115  147.549775  263          145        26          False  1244  0.000000
49   131.434156  146.580503  410           69        26          False  1244  0.000000
